Mode of Travel,Intersection Type,Zone ID,Zone Name,Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Day Type,Day Part,Average Daily Zone Traffic (StL Volume),Avg Travel Time (sec),Avg All Travel Time (sec),Avg Trip Length (mi),Avg All Trip Length (mi)
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,2: Tuesday (Tu-Tu),12: 11am (11am-12noon),259,2197,2183,9.4,9.2
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,2: Tuesday (Tu-Tu),13: 12pm (12noon-1pm),316,2416,2404,10.1,9.8
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,2: Tuesday (Tu-Tu),14: 1pm (1pm-2pm),296,2881,2861,17.3,16.6
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,2: Tuesday (Tu-Tu),15: 2pm (2pm-3pm),306,2254,2294,11.9,12.4
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,2: Tuesday (Tu-Tu),16: 3pm (3pm-4pm),275,2512,2591,13.8,14.2
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,2: Tuesday (Tu-Tu),17: 4pm (4pm-5pm),252,2375,2455,12.9,13.7
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,2: Tuesday (Tu-Tu),18: 5pm (5pm-6pm),163,2303,2281,8.9,9.1
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,2: Tuesday (Tu-Tu),19: 6pm (6pm-7pm),234,2342,2308,11.7,11.4
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,2: Tuesday (Tu-Tu),20: 7pm (7pm-8pm),126,2727,2754,16.5,16.5
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,2: Tuesday (Tu-Tu),21: 8pm (8pm-9pm),160,2458,2468,13.1,13.2
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,2: Tuesday (Tu-Tu),22: 9pm (9pm-10pm),10,1727,1727,6.8,6.8
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,2: Tuesday (Tu-Tu),23: 10pm (10pm-11pm),11,3418,3418,27.4,27.4
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,3: Wednesday (W-W),00: All Day (12am-12am),3453,2267,2327,11.4,11.6
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,3: Wednesday (W-W),05: 4am (4am-5am),11,1238,1238,6.7,6.7
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,3: Wednesday (W-W),06: 5am (5am-6am),200,2062,2127,12.3,12.5
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,3: Wednesday (W-W),07: 6am (6am-7am),160,2062,2097,13.6,13.7
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,3: Wednesday (W-W),08: 7am (7am-8am),102,2070,2114,8.6,8.7
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,3: Wednesday (W-W),09: 8am (8am-9am),83,2472,2489,12.1,12.4
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,3: Wednesday (W-W),10: 9am (9am-10am),209,2303,2463,8.6,9.7
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,3: Wednesday (W-W),11: 10am (10am-11am),278,2250,2378,12.8,12.5
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,3: Wednesday (W-W),12: 11am (11am-12noon),295,2318,2334,11.1,11.2
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,3: Wednesday (W-W),13: 12pm (12noon-1pm),290,2047,2203,7.9,9.1
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,3: Wednesday (W-W),14: 1pm (1pm-2pm),262,2132,2132,10.4,10.7
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,3: Wednesday (W-W),15: 2pm (2pm-3pm),293,2567,2592,14.5,14.6
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,3: Wednesday (W-W),16: 3pm (3pm-4pm),344,2150,2278,10.0,10.8
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,3: Wednesday (W-W),17: 4pm (4pm-5pm),227,2241,2262,9.7,9.8
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,3: Wednesday (W-W),18: 5pm (5pm-6pm),218,2577,2567,13.9,13.8
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,3: Wednesday (W-W),19: 6pm (6pm-7pm),143,2297,2421,11.5,11.9
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,3: Wednesday (W-W),20: 7pm (7pm-8pm),125,2240,2250,10.3,10.4
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,3: Wednesday (W-W),21: 8pm (8pm-9pm),172,2496,2501,13.9,13.9
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,3: Wednesday (W-W),22: 9pm (9pm-10pm),23,2168,2168,12.6,12.6
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,3: Wednesday (W-W),23: 10pm (10pm-11pm),18,2689,2890,20.9,20.5
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,4: Thursday (Th-Th),00: All Day (12am-12am),2917,2458,2485,13.0,13.2
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,4: Thursday (Th-Th),01: 12am (12am-1am),2,2509,2509,15.4,15.4
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,4: Thursday (Th-Th),05: 4am (4am-5am),25,1717,1717,6.7,6.7
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,4: Thursday (Th-Th),06: 5am (5am-6am),146,2128,2193,12.9,13.3
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,4: Thursday (Th-Th),07: 6am (6am-7am),100,1870,2054,8.7,10.1
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,4: Thursday (Th-Th),08: 7am (7am-8am),82,2175,2181,9.6,9.7
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,4: Thursday (Th-Th),09: 8am (8am-9am),83,2520,2405,16.1,14.9
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,4: Thursday (Th-Th),10: 9am (9am-10am),126,2379,2413,12.9,12.9
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,4: Thursday (Th-Th),11: 10am (10am-11am),234,2404,2327,11.3,10.8
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,4: Thursday (Th-Th),12: 11am (11am-12noon),211,2620,2624,12.9,12.7
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,4: Thursday (Th-Th),13: 12pm (12noon-1pm),236,2093,2005,8.1,7.9
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,4: Thursday (Th-Th),14: 1pm (1pm-2pm),300,2647,2692,16.0,15.8
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,4: Thursday (Th-Th),15: 2pm (2pm-3pm),294,2561,2650,13.7,14.3
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,4: Thursday (Th-Th),16: 3pm (3pm-4pm),257,2865,2939,16.9,17.4
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,4: Thursday (Th-Th),17: 4pm (4pm-5pm),196,2802,2870,15.1,16.2
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,4: Thursday (Th-Th),18: 5pm (5pm-6pm),171,2330,2321,10.5,10.7
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,4: Thursday (Th-Th),19: 6pm (6pm-7pm),144,2482,2506,13.8,13.9
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,4: Thursday (Th-Th),20: 7pm (7pm-8pm),151,2232,2258,10.9,11.1
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,4: Thursday (Th-Th),21: 8pm (8pm-9pm),113,2726,2840,14.4,16.1
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,4: Thursday (Th-Th),22: 9pm (9pm-10pm),18,1915,1915,12.5,12.5
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,4: Thursday (Th-Th),23: 10pm (10pm-11pm),18,2199,2199,15.8,15.8
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,4: Thursday (Th-Th),24: 11pm (11pm-12am),9,1456,1456,7.2,7.2
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,5: Friday (F-F),00: All Day (12am-12am),2964,2389,2462,13.2,13.4
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,5: Friday (F-F),05: 4am (4am-5am),25,1398,1398,8.3,8.3
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,5: Friday (F-F),06: 5am (5am-6am),144,2055,2296,12.4,14.4
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,5: Friday (F-F),07: 6am (6am-7am),107,1675,1779,8.3,8.5
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,5: Friday (F-F),08: 7am (7am-8am),72,1957,2051,7.9,8.0
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,5: Friday (F-F),09: 8am (8am-9am),74,1849,1899,7.7,7.6
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,5: Friday (F-F),10: 9am (9am-10am),156,3201,3180,22.2,21.3
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,5: Friday (F-F),11: 10am (10am-11am),230,1722,2092,7.5,9.1
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,5: Friday (F-F),12: 11am (11am-12noon),266,2285,2348,9.5,9.8
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,5: Friday (F-F),13: 12pm (12noon-1pm),259,2382,2433,11.4,11.2
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,5: Friday (F-F),14: 1pm (1pm-2pm),249,2444,2457,13.1,12.8
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,5: Friday (F-F),15: 2pm (2pm-3pm),289,3116,3124,22.8,22.7
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,5: Friday (F-F),16: 3pm (3pm-4pm),265,2354,2413,12.2,12.1
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,5: Friday (F-F),17: 4pm (4pm-5pm),181,2398,2481,12.4,12.6
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,5: Friday (F-F),18: 5pm (5pm-6pm),164,2109,2162,9.4,9.9
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,5: Friday (F-F),19: 6pm (6pm-7pm),150,2790,2890,19.1,19.8
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,5: Friday (F-F),20: 7pm (7pm-8pm),171,2383,2393,13.2,13.3
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,5: Friday (F-F),21: 8pm (8pm-9pm),122,2442,2523,11.9,12.5
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,5: Friday (F-F),22: 9pm (9pm-10pm),25,2697,2937,16.5,19.9
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,5: Friday (F-F),23: 10pm (10pm-11pm),14,2369,2846,13.2,18.0
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,6: Saturday (Sa-Sa),00: All Day (12am-12am),2983,2369,2418,12.9,12.9
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,6: Saturday (Sa-Sa),05: 4am (4am-5am),2,870,870,5.4,5.4
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,6: Saturday (Sa-Sa),06: 5am (5am-6am),151,1869,1877,8.6,8.7
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,6: Saturday (Sa-Sa),07: 6am (6am-7am),161,2106,2221,12.3,13.0
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,6: Saturday (Sa-Sa),08: 7am (7am-8am),51,1968,2208,7.5,8.5
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,6: Saturday (Sa-Sa),09: 8am (8am-9am),65,1695,1726,6.7,6.8
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,6: Saturday (Sa-Sa),10: 9am (9am-10am),135,2137,2480,10.5,11.8
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,6: Saturday (Sa-Sa),11: 10am (10am-11am),225,2362,2395,13.6,12.6
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,6: Saturday (Sa-Sa),12: 11am (11am-12noon),211,2019,2010,8.3,8.3
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,6: Saturday (Sa-Sa),13: 12pm (12noon-1pm),286,2393,2374,9.9,9.6
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,6: Saturday (Sa-Sa),14: 1pm (1pm-2pm),297,2237,2258,11.1,11.0
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,6: Saturday (Sa-Sa),15: 2pm (2pm-3pm),287,2639,2796,14.0,14.7
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,6: Saturday (Sa-Sa),16: 3pm (3pm-4pm),243,2693,2738,17.8,17.7
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,6: Saturday (Sa-Sa),17: 4pm (4pm-5pm),236,2372,2374,13.7,13.8
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,6: Saturday (Sa-Sa),18: 5pm (5pm-6pm),197,2488,2483,14.6,14.5
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,6: Saturday (Sa-Sa),19: 6pm (6pm-7pm),139,2667,2759,14.3,14.8
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,6: Saturday (Sa-Sa),20: 7pm (7pm-8pm),136,2982,3025,18.5,18.9
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,6: Saturday (Sa-Sa),21: 8pm (8pm-9pm),119,2481,2481,15.1,15.1
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,6: Saturday (Sa-Sa),22: 9pm (9pm-10pm),20,2002,2002,11.5,11.5
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,6: Saturday (Sa-Sa),23: 10pm (10pm-11pm),18,3163,3163,34.0,34.0
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,6: Saturday (Sa-Sa),24: 11pm (11pm-12am),2,2814,2814,25.2,25.2
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,7: Sunday (Su-Su),00: All Day (12am-12am),2777,2355,2375,12.7,12.6
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,7: Sunday (Su-Su),05: 4am (4am-5am),22,2157,2157,8.2,8.2
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,7: Sunday (Su-Su),06: 5am (5am-6am),149,1979,2034,11.5,12.1
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,7: Sunday (Su-Su),07: 6am (6am-7am),91,2191,2233,8.7,9.0
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,7: Sunday (Su-Su),08: 7am (7am-8am),50,1947,2006,10.2,10.4
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,7: Sunday (Su-Su),09: 8am (8am-9am),65,2271,2341,10.9,11.2
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,7: Sunday (Su-Su),10: 9am (9am-10am),119,2692,2724,17.0,16.3
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,7: Sunday (Su-Su),11: 10am (10am-11am),208,2089,2058,9.4,9.1
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,7: Sunday (Su-Su),12: 11am (11am-12noon),236,2487,2568,13.3,13.7
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,7: Sunday (Su-Su),13: 12pm (12noon-1pm),231,2077,2001,9.0,8.7
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,7: Sunday (Su-Su),14: 1pm (1pm-2pm),228,2555,2578,14.0,13.5
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,7: Sunday (Su-Su),15: 2pm (2pm-3pm),256,2324,2365,9.2,9.7
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,7: Sunday (Su-Su),16: 3pm (3pm-4pm),249,2677,2708,17.4,17.3
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,7: Sunday (Su-Su),17: 4pm (4pm-5pm),260,2367,2396,12.4,12.6
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,7: Sunday (Su-Su),18: 5pm (5pm-6pm),169,2586,2680,15.7,15.6
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,7: Sunday (Su-Su),19: 6pm (6pm-7pm),170,2280,2299,14.5,14.6
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,7: Sunday (Su-Su),20: 7pm (7pm-8pm),115,2224,2233,12.2,12.2
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,7: Sunday (Su-Su),21: 8pm (8pm-9pm),129,2625,2593,16.0,15.8
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,7: Sunday (Su-Su),22: 9pm (9pm-10pm),16,2254,2254,15.4,15.4
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,7: Sunday (Su-Su),23: 10pm (10pm-11pm),14,1640,1640,9.3,9.3
