Mode of Travel,Intersection Type,Zone ID,Zone Name,Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Day Type,Day Part,Average Daily Zone Traffic (StL Volume),Avg Travel Time (sec),Avg All Travel Time (sec),Avg Trip Length (mi),Avg All Trip Length (mi),Avg Trip Speed (mph),Avg All Trip Speed (mph),Avg All Trip Circuity,Travel Time 0-10 min (percent),Travel Time 10-20 min (percent),Travel Time 20-30 min (percent),Travel Time 30-40 min (percent),Travel Time 40-50 min (percent),Travel Time 50-60 min (percent),Travel Time 60-70 min (percent),Travel Time 70-80 min (percent),Travel Time 80-90 min (percent),Travel Time 90-100 min (percent),Travel Time 100-110 min (percent),Travel Time 110-120 min (percent),Travel Time 120-130 min (percent),Travel Time 130-140 min (percent),Travel Time 140-150 min (percent),Travel Time 150+ min (percent),Trip Length 0-1 mi (percent),Trip Length 1-2 mi (percent),Trip Length 2-5 mi (percent),Trip Length 5-10 mi (percent),Trip Length 10-20 mi (percent),Trip Length 20-30 mi (percent),Trip Length 30-40 mi (percent),Trip Length 40-50 mi (percent),Trip Length 50-60 mi (percent),Trip Length 60-70 mi (percent),Trip Length 70-80 mi (percent),Trip Length 80-90 mi (percent),Trip Length 90-100 mi (percent),Trip Length 100+ mi (percent),Trip Speed 0-10 mph (percent),Trip Speed 10-20 mph (percent),Trip Speed 20-30 mph (percent),Trip Speed 30-40 mph (percent),Trip Speed 40-50 mph (percent),Trip Speed 50-60 mph (percent),Trip Speed 60-70 mph (percent),Trip Speed 70+ mph (percent),Circuity 1-2 (percent),Circuity 2-3 (percent),Circuity 3-4 (percent),Circuity 4-5 (percent),Circuity 5-6 (percent),Circuity 6+ (percent)
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,Cadillac Summit Road / 128570329 / 1,yes,122,yes,0: All Days (M-Su),3: Mid-Day (10am-3pm),1270,2986,3046,17.3,17.4,17,17,3.249,0.024,0.140,0.182,0.171,0.124,0.094,0.065,0.044,0.035,0.024,0.023,0.015,0.012,0.008,0.005,0.034,0.042,0.040,0.136,0.350,0.218,0.086,0.028,0.019,0.026,0.015,0.007,0.005,0.004,0.024,0.203,0.494,0.216,0.068,0.014,0.005,0.000,0.000,0.282,0.339,0.156,0.118,0.047,0.058
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,Cadillac Summit Road / 128570329 / 1,yes,122,yes,0: All Days (M-Su),4: Peak PM (3pm-7pm),527,2701,2822,14.4,14.9,17,17,3.549,0.027,0.138,0.202,0.187,0.136,0.092,0.056,0.041,0.027,0.019,0.016,0.012,0.012,0.004,0.004,0.027,0.027,0.032,0.144,0.390,0.225,0.091,0.024,0.012,0.019,0.011,0.005,0.003,0.001,0.016,0.188,0.524,0.227,0.047,0.012,0.002,0.000,0.000,0.181,0.394,0.169,0.129,0.062,0.065
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,Cadillac Summit Road / 128570329 / 1,yes,122,yes,0: All Days (M-Su),5: Late PM (7pm-12am),155,2649,2745,13.7,14.0,17,17,3.764,0.006,0.115,0.244,0.196,0.135,0.092,0.037,0.055,0.044,0.032,0.009,0.007,0.006,0.005,0.001,0.016,0.009,0.030,0.079,0.470,0.242,0.089,0.031,0.013,0.015,0.009,0.005,0.000,0.001,0.007,0.162,0.546,0.233,0.051,0.006,0.002,0.000,0.000,0.165,0.524,0.139,0.050,0.039,0.083
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,Cadillac Summit Road / 128570329 / 1,yes,122,yes,1: Weekday (M-Th),0: All Day (12am-12am),2233,2639,2721,14.2,14.5,17,17,3.275,0.020,0.137,0.219,0.195,0.136,0.088,0.056,0.039,0.029,0.019,0.015,0.009,0.009,0.005,0.003,0.021,0.029,0.034,0.118,0.425,0.226,0.077,0.026,0.016,0.017,0.010,0.005,0.002,0.002,0.013,0.183,0.521,0.218,0.065,0.011,0.002,0.000,0.000,0.239,0.418,0.149,0.098,0.041,0.055
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,Cadillac Summit Road / 128570329 / 1,yes,122,yes,1: Weekday (M-Th),1: Early AM (12am-6am),183,2233,2257,13.9,14.1,20,20,2.429,0.008,0.123,0.314,0.243,0.156,0.048,0.036,0.021,0.016,0.012,0.005,0.002,0.005,0.002,0.002,0.007,0.018,0.013,0.035,0.532,0.250,0.056,0.033,0.023,0.015,0.012,0.003,0.002,0.000,0.008,0.104,0.490,0.258,0.120,0.023,0.005,0.000,0.000,0.352,0.533,0.067,0.015,0.018,0.015
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,Cadillac Summit Road / 128570329 / 1,yes,122,yes,1: Weekday (M-Th),2: Peak AM (6am-10am),273,2715,2826,14.8,15.3,17,17,2.944,0.003,0.117,0.222,0.221,0.161,0.069,0.041,0.057,0.028,0.019,0.013,0.006,0.009,0.006,0.000,0.028,0.022,0.035,0.063,0.494,0.227,0.066,0.025,0.009,0.025,0.009,0.000,0.000,0.006,0.019,0.174,0.517,0.227,0.063,0.019,0.000,0.000,0.000,0.230,0.501,0.164,0.054,0.013,0.038
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,Cadillac Summit Road / 128570329 / 1,yes,122,yes,1: Weekday (M-Th),3: Mid-Day (10am-3pm),1203,2884,2930,15.7,15.8,16,16,3.252,0.027,0.145,0.188,0.174,0.123,0.089,0.068,0.044,0.033,0.021,0.020,0.013,0.013,0.008,0.005,0.029,0.042,0.045,0.149,0.360,0.214,0.077,0.026,0.019,0.021,0.013,0.008,0.004,0.004,0.018,0.214,0.512,0.195,0.067,0.010,0.002,0.000,0.000,0.274,0.343,0.162,0.121,0.049,0.051
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,Cadillac Summit Road / 128570329 / 1,yes,122,yes,1: Weekday (M-Th),4: Peak PM (3pm-7pm),429,2504,2636,12.5,13.1,16,16,3.609,0.030,0.146,0.207,0.194,0.136,0.106,0.056,0.030,0.020,0.018,0.015,0.011,0.009,0.002,0.002,0.018,0.025,0.033,0.144,0.425,0.215,0.088,0.024,0.011,0.012,0.006,0.004,0.002,0.000,0.011,0.185,0.537,0.229,0.039,0.008,0.002,0.000,0.000,0.158,0.405,0.176,0.135,0.054,0.072
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,Cadillac Summit Road / 128570329 / 1,yes,122,yes,1: Weekday (M-Th),5: Late PM (7pm-12am),145,2507,2631,12.3,12.8,17,17,3.854,0.000,0.119,0.239,0.203,0.148,0.103,0.041,0.049,0.047,0.027,0.010,0.002,0.002,0.002,0.000,0.008,0.008,0.021,0.080,0.481,0.265,0.086,0.027,0.014,0.010,0.004,0.000,0.000,0.000,0.004,0.164,0.561,0.220,0.051,0.004,0.000,0.000,0.000,0.158,0.547,0.125,0.051,0.031,0.088
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,Cadillac Summit Road / 128570329 / 1,yes,122,yes,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2837,3044,3114,18.8,18.9,18,18,3.241,0.019,0.121,0.202,0.176,0.131,0.088,0.057,0.048,0.034,0.025,0.020,0.015,0.012,0.009,0.004,0.039,0.035,0.031,0.100,0.385,0.218,0.094,0.028,0.017,0.033,0.018,0.008,0.003,0.003,0.027,0.182,0.477,0.232,0.081,0.021,0.007,0.000,0.000,0.274,0.401,0.137,0.090,0.045,0.053
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,Cadillac Summit Road / 128570329 / 1,yes,122,yes,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),287,2650,2651,19.0,18.9,20,20,2.511,0.016,0.121,0.297,0.220,0.142,0.056,0.039,0.012,0.021,0.009,0.016,0.005,0.009,0.009,0.005,0.023,0.030,0.012,0.032,0.493,0.246,0.063,0.026,0.019,0.028,0.009,0.012,0.000,0.002,0.028,0.093,0.475,0.253,0.137,0.028,0.014,0.000,0.000,0.339,0.535,0.077,0.026,0.009,0.014
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,Cadillac Summit Road / 128570329 / 1,yes,122,yes,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),253,3171,3237,20.9,20.8,18,18,3.078,0.018,0.118,0.212,0.157,0.132,0.071,0.075,0.068,0.018,0.032,0.021,0.021,0.014,0.007,0.004,0.032,0.054,0.036,0.057,0.456,0.164,0.079,0.029,0.025,0.046,0.014,0.004,0.007,0.000,0.029,0.257,0.418,0.193,0.075,0.043,0.014,0.000,0.000,0.304,0.449,0.146,0.054,0.018,0.029
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,Cadillac Summit Road / 128570329 / 1,yes,122,yes,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),1443,3207,3272,19.8,19.9,18,18,3.221,0.019,0.120,0.179,0.158,0.124,0.106,0.068,0.047,0.035,0.028,0.024,0.019,0.011,0.011,0.006,0.045,0.043,0.033,0.115,0.329,0.225,0.104,0.026,0.020,0.035,0.019,0.008,0.006,0.004,0.033,0.197,0.457,0.238,0.082,0.018,0.008,0.000,0.000,0.301,0.333,0.147,0.109,0.046,0.064
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,Cadillac Summit Road / 128570329 / 1,yes,122,yes,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),680,3050,3154,17.9,18.1,17,17,3.562,0.023,0.125,0.175,0.175,0.139,0.086,0.059,0.056,0.040,0.020,0.019,0.014,0.014,0.006,0.004,0.045,0.027,0.029,0.135,0.352,0.229,0.097,0.031,0.011,0.031,0.022,0.006,0.001,0.003,0.026,0.184,0.502,0.226,0.064,0.019,0.004,0.001,0.000,0.223,0.377,0.139,0.125,0.072,0.064
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,Cadillac Summit Road / 128570329 / 1,yes,122,yes,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),175,2859,2904,14.7,14.9,16,16,3.740,0.011,0.120,0.227,0.203,0.120,0.086,0.015,0.064,0.045,0.041,0.008,0.011,0.008,0.011,0.000,0.030,0.015,0.049,0.083,0.480,0.169,0.102,0.030,0.004,0.026,0.019,0.015,0.000,0.000,0.008,0.180,0.538,0.233,0.041,0.008,0.000,0.000,0.000,0.162,0.507,0.177,0.041,0.049,0.064
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,Cadillac Summit Road / 128570329 / 2,yes,2,yes,0: All Days (M-Su),0: All Day (12am-12am),1507,2844,2914,15.2,15.4,16,16,3.181,0.012,0.093,0.229,0.199,0.143,0.097,0.065,0.045,0.029,0.019,0.014,0.009,0.011,0.005,0.005,0.025,0.038,0.039,0.100,0.418,0.226,0.087,0.027,0.014,0.014,0.011,0.006,0.001,0.002,0.017,0.219,0.536,0.176,0.053,0.010,0.006,0.000,0.000,0.239,0.429,0.150,0.090,0.041,0.051
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,Cadillac Summit Road / 128570329 / 2,yes,2,yes,0: All Days (M-Su),1: Early AM (12am-6am),147,2372,2392,14.4,14.5,19,19,2.493,0.010,0.086,0.330,0.256,0.140,0.065,0.033,0.016,0.018,0.009,0.009,0.003,0.007,0.003,0.003,0.012,0.031,0.012,0.033,0.525,0.256,0.051,0.030,0.019,0.012,0.006,0.006,0.000,0.003,0.016,0.120,0.536,0.217,0.098,0.022,0.007,0.000,0.000,0.319,0.553,0.076,0.024,0.013,0.015
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,Cadillac Summit Road / 128570329 / 2,yes,2,yes,0: All Days (M-Su),2: Peak AM (6am-10am),167,3092,3174,17.7,18.0,16,16,2.748,0.006,0.069,0.195,0.235,0.152,0.103,0.057,0.066,0.020,0.020,0.003,0.014,0.011,0.006,0.006,0.037,0.043,0.055,0.049,0.454,0.198,0.086,0.037,0.009,0.017,0.020,0.000,0.000,0.006,0.026,0.267,0.460,0.187,0.057,0.020,0.009,0.000,0.000,0.247,0.500,0.158,0.040,0.023,0.032
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,Cadillac Summit Road / 128570329 / 2,yes,2,yes,0: All Days (M-Su),3: Mid-Day (10am-3pm),774,3067,3139,16.3,16.4,15,15,3.311,0.013,0.096,0.205,0.173,0.130,0.105,0.077,0.052,0.034,0.024,0.021,0.012,0.016,0.008,0.004,0.030,0.046,0.051,0.124,0.359,0.220,0.096,0.030,0.016,0.014,0.013,0.006,0.002,0.002,0.021,0.244,0.537,0.159,0.047,0.006,0.007,0.000,0.000,0.252,0.341,0.171,0.126,0.048,0.062
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,Cadillac Summit Road / 128570329 / 2,yes,2,yes,0: All Days (M-Su),4: Peak PM (3pm-7pm),322,2781,2844,13.8,13.9,15,15,3.319,0.018,0.104,0.211,0.191,0.158,0.105,0.073,0.038,0.024,0.013,0.010,0.009,0.010,0.004,0.008,0.024,0.034,0.040,0.128,0.429,0.213,0.084,0.017,0.009,0.016,0.009,0.006,0.002,0.000,0.013,0.243,0.543,0.170,0.032,0.007,0.004,0.001,0.000,0.184,0.439,0.160,0.104,0.056,0.057
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,Cadillac Summit Road / 128570329 / 2,yes,2,yes,0: All Days (M-Su),5: Late PM (7pm-12am),97,2745,2828,13.9,14.1,16,16,3.794,0.000,0.084,0.227,0.207,0.154,0.091,0.053,0.065,0.050,0.031,0.010,0.007,0.002,0.002,0.000,0.017,0.019,0.026,0.084,0.428,0.257,0.118,0.026,0.010,0.005,0.010,0.010,0.000,0.000,0.007,0.180,0.568,0.190,0.055,0.002,0.005,0.000,0.000,0.188,0.492,0.149,0.058,0.038,0.075
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,Cadillac Summit Road / 128570329 / 2,yes,2,yes,1: Weekday (M-Th),0: All Day (12am-12am),1282,2707,2786,13.5,13.8,15,15,3.253,0.016,0.090,0.238,0.201,0.147,0.096,0.068,0.041,0.028,0.020,0.012,0.006,0.009,0.004,0.002,0.022,0.038,0.041,0.105,0.431,0.227,0.080,0.026,0.015,0.011,0.006,0.004,0.001,0.002,0.013,0.223,0.549,0.165,0.052,0.007,0.004,0.000,0.000,0.220,0.438,0.151,0.099,0.043,0.049
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,Cadillac Summit Road / 128570329 / 2,yes,2,yes,1: Weekday (M-Th),1: Early AM (12am-6am),130,2216,2248,12.9,13.2,19,19,2.439,0.008,0.081,0.327,0.258,0.165,0.064,0.034,0.017,0.020,0.011,0.000,0.000,0.006,0.003,0.000,0.006,0.028,0.014,0.036,0.530,0.252,0.050,0.031,0.028,0.014,0.003,0.003,0.000,0.000,0.011,0.137,0.524,0.207,0.104,0.022,0.006,0.000,0.000,0.328,0.555,0.064,0.025,0.020,0.008
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,Cadillac Summit Road / 128570329 / 2,yes,2,yes,1: Weekday (M-Th),2: Peak AM (6am-10am),179,3031,3160,16.9,17.6,16,16,2.863,0.000,0.075,0.205,0.252,0.123,0.103,0.062,0.055,0.021,0.021,0.007,0.007,0.000,0.007,0.000,0.062,0.027,0.055,0.048,0.438,0.212,0.096,0.041,0.007,0.014,0.021,0.000,0.000,0.014,0.027,0.199,0.507,0.212,0.068,0.014,0.000,0.000,0.000,0.212,0.521,0.158,0.041,0.027,0.041
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,Cadillac Summit Road / 128570329 / 2,yes,2,yes,1: Weekday (M-Th),3: Mid-Day (10am-3pm),626,2980,3033,14.5,14.6,14,14,3.315,0.021,0.086,0.223,0.169,0.128,0.097,0.085,0.047,0.036,0.025,0.020,0.011,0.017,0.007,0.002,0.026,0.051,0.057,0.135,0.365,0.213,0.085,0.034,0.015,0.012,0.008,0.005,0.001,0.002,0.017,0.260,0.554,0.136,0.043,0.002,0.005,0.000,0.000,0.232,0.351,0.178,0.135,0.052,0.052
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,Cadillac Summit Road / 128570329 / 2,yes,2,yes,1: Weekday (M-Th),4: Peak PM (3pm-7pm),253,2621,2717,12.4,12.7,15,15,3.512,0.025,0.107,0.214,0.195,0.165,0.118,0.065,0.032,0.012,0.016,0.007,0.007,0.007,0.002,0.005,0.023,0.032,0.042,0.126,0.455,0.225,0.072,0.007,0.009,0.009,0.004,0.005,0.002,0.000,0.012,0.239,0.564,0.160,0.028,0.005,0.004,0.000,0.000,0.153,0.442,0.170,0.119,0.053,0.063
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,Cadillac Summit Road / 128570329 / 2,yes,2,yes,1: Weekday (M-Th),5: Late PM (7pm-12am),94,2541,2665,11.6,12.0,16,16,3.839,0.000,0.088,0.222,0.211,0.159,0.088,0.068,0.064,0.056,0.028,0.012,0.000,0.000,0.000,0.000,0.004,0.032,0.016,0.088,0.445,0.251,0.116,0.024,0.016,0.008,0.004,0.000,0.000,0.000,0.000,0.195,0.566,0.187,0.052,0.000,0.000,0.000,0.000,0.187,0.502,0.139,0.068,0.032,0.072
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,Cadillac Summit Road / 128570329 / 2,yes,2,yes,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1967,3059,3108,17.7,17.7,16,16,3.110,0.010,0.092,0.213,0.198,0.137,0.099,0.062,0.052,0.028,0.020,0.017,0.015,0.012,0.007,0.007,0.031,0.041,0.036,0.089,0.406,0.221,0.093,0.031,0.012,0.018,0.017,0.009,0.002,0.002,0.023,0.215,0.515,0.186,0.062,0.013,0.008,0.001,0.000,0.254,0.428,0.145,0.076,0.041,0.056
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,Cadillac Summit Road / 128570329 / 2,yes,2,yes,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),188,2670,2675,17.7,17.6,19,19,2.617,0.018,0.096,0.307,0.254,0.118,0.053,0.035,0.018,0.013,0.009,0.022,0.009,0.013,0.004,0.009,0.022,0.039,0.009,0.022,0.500,0.268,0.048,0.031,0.013,0.013,0.009,0.013,0.000,0.004,0.031,0.096,0.545,0.215,0.105,0.026,0.013,0.000,0.000,0.294,0.569,0.075,0.031,0.009,0.022
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,Cadillac Summit Road / 128570329 / 2,yes,2,yes,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),169,3148,3200,18.3,18.3,15,15,2.703,0.014,0.084,0.189,0.195,0.147,0.105,0.070,0.091,0.021,0.021,0.000,0.028,0.014,0.000,0.000,0.021,0.077,0.070,0.056,0.426,0.175,0.091,0.042,0.014,0.021,0.007,0.000,0.000,0.000,0.021,0.343,0.398,0.175,0.056,0.014,0.014,0.000,0.000,0.252,0.475,0.203,0.021,0.021,0.028
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,Cadillac Summit Road / 128570329 / 2,yes,2,yes,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),1088,3226,3305,18.6,18.8,16,16,3.203,0.007,0.090,0.187,0.179,0.133,0.117,0.077,0.057,0.026,0.026,0.018,0.015,0.013,0.011,0.007,0.037,0.038,0.035,0.108,0.364,0.229,0.104,0.026,0.016,0.018,0.020,0.007,0.005,0.004,0.026,0.229,0.517,0.178,0.060,0.009,0.007,0.000,0.000,0.271,0.335,0.172,0.108,0.046,0.068
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,Cadillac Summit Road / 128570329 / 2,yes,2,yes,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),419,3014,3038,16.7,16.4,16,16,3.153,0.012,0.099,0.215,0.174,0.148,0.099,0.070,0.046,0.035,0.014,0.020,0.012,0.012,0.006,0.009,0.029,0.043,0.035,0.122,0.406,0.191,0.093,0.032,0.006,0.026,0.020,0.006,0.000,0.000,0.020,0.238,0.517,0.183,0.041,0.012,0.006,0.003,0.000,0.229,0.449,0.116,0.084,0.061,0.061
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,Cadillac Summit Road / 128570329 / 2,yes,2,yes,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),104,3122,3127,16.5,16.5,16,16,4.031,0.000,0.079,0.175,0.246,0.149,0.105,0.009,0.061,0.061,0.035,0.009,0.018,0.009,0.009,0.000,0.035,0.000,0.061,0.070,0.403,0.237,0.132,0.035,0.000,0.000,0.018,0.035,0.000,0.000,0.009,0.158,0.587,0.193,0.053,0.009,0.000,0.000,0.000,0.175,0.456,0.175,0.053,0.053,0.088
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,Cadillac Summit Road / 128570329 / 3,yes,239,yes,0: All Days (M-Su),0: All Day (12am-12am),2055,2831,2922,15.7,16.1,17,17,3.305,0.014,0.099,0.216,0.202,0.150,0.095,0.062,0.043,0.026,0.022,0.013,0.010,0.010,0.005,0.005,0.028,0.029,0.036,0.075,0.437,0.231,0.090,0.030,0.015,0.017,0.011,0.005,0.002,0.002,0.020,0.189,0.514,0.220,0.059,0.013,0.005,0.000,0.000,0.221,0.440,0.148,0.094,0.037,0.060
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,Cadillac Summit Road / 128570329 / 3,yes,239,yes,0: All Days (M-Su),1: Early AM (12am-6am),144,2381,2419,13.6,13.9,18,18,2.717,0.006,0.090,0.303,0.251,0.161,0.074,0.040,0.020,0.017,0.013,0.003,0.003,0.004,0.001,0.002,0.012,0.023,0.018,0.039,0.536,0.250,0.051,0.036,0.011,0.011,0.009,0.002,0.002,0.002,0.010,0.133,0.536,0.230,0.080,0.015,0.004,0.002,0.000,0.278,0.555,0.097,0.034,0.015,0.021
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,Cadillac Summit Road / 128570329 / 3,yes,239,yes,0: All Days (M-Su),2: Peak AM (6am-10am),251,2688,2792,14.2,14.6,16,16,3.195,0.015,0.088,0.244,0.227,0.158,0.076,0.053,0.048,0.019,0.011,0.014,0.008,0.008,0.005,0.003,0.023,0.038,0.034,0.065,0.513,0.210,0.066,0.017,0.011,0.017,0.010,0.001,0.000,0.003,0.015,0.230,0.525,0.184,0.047,0.010,0.004,0.000,0.000,0.189,0.502,0.164,0.076,0.017,0.052
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,Cadillac Summit Road / 128570329 / 3,yes,239,yes,0: All Days (M-Su),3: Mid-Day (10am-3pm),992,2946,3037,15.9,16.3,16,16,3.429,0.015,0.099,0.199,0.187,0.147,0.102,0.072,0.044,0.028,0.023,0.017,0.011,0.010,0.007,0.006,0.033,0.031,0.046,0.090,0.408,0.229,0.095,0.027,0.015,0.015,0.010,0.006,0.002,0.003,0.023,0.201,0.525,0.209,0.050,0.010,0.005,0.000,0.000,0.213,0.371,0.162,0.136,0.048,0.070
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,Cadillac Summit Road / 128570329 / 3,yes,239,yes,0: All Days (M-Su),4: Peak PM (3pm-7pm),519,2932,3034,17.1,17.5,17,17,3.327,0.017,0.109,0.195,0.197,0.140,0.098,0.065,0.042,0.025,0.024,0.012,0.014,0.015,0.006,0.007,0.034,0.030,0.035,0.082,0.414,0.223,0.098,0.031,0.016,0.020,0.014,0.007,0.003,0.002,0.025,0.184,0.496,0.236,0.060,0.018,0.006,0.000,0.000,0.219,0.438,0.146,0.092,0.042,0.063
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,Cadillac Summit Road / 128570329 / 3,yes,239,yes,0: All Days (M-Su),5: Late PM (7pm-12am),149,2817,2881,15.5,15.7,17,17,3.514,0.009,0.093,0.198,0.195,0.169,0.105,0.055,0.058,0.040,0.032,0.013,0.004,0.006,0.004,0.001,0.018,0.022,0.026,0.056,0.431,0.254,0.111,0.039,0.017,0.018,0.010,0.006,0.000,0.000,0.010,0.181,0.487,0.245,0.074,0.009,0.004,0.000,0.000,0.222,0.504,0.145,0.037,0.024,0.068
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,Cadillac Summit Road / 128570329 / 3,yes,239,yes,1: Weekday (M-Th),0: All Day (12am-12am),1818,2691,2793,14.1,14.6,16,16,3.312,0.017,0.099,0.215,0.210,0.154,0.095,0.066,0.039,0.025,0.021,0.013,0.009,0.009,0.004,0.003,0.021,0.028,0.038,0.082,0.450,0.231,0.085,0.027,0.015,0.015,0.007,0.005,0.001,0.002,0.014,0.193,0.528,0.211,0.058,0.007,0.003,0.000,0.000,0.209,0.445,0.153,0.096,0.036,0.061
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,Cadillac Summit Road / 128570329 / 3,yes,239,yes,1: Weekday (M-Th),1: Early AM (12am-6am),123,2210,2259,11.6,12.0,18,18,2.613,0.006,0.097,0.298,0.246,0.175,0.073,0.043,0.028,0.013,0.015,0.000,0.000,0.004,0.000,0.002,0.000,0.026,0.019,0.041,0.545,0.242,0.054,0.037,0.017,0.009,0.004,0.000,0.002,0.000,0.004,0.151,0.522,0.235,0.082,0.006,0.004,0.000,0.000,0.294,0.533,0.097,0.035,0.022,0.019
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,Cadillac Summit Road / 128570329 / 3,yes,239,yes,1: Weekday (M-Th),2: Peak AM (6am-10am),252,2630,2771,13.4,14.0,16,16,3.131,0.024,0.075,0.250,0.227,0.150,0.080,0.053,0.051,0.019,0.011,0.013,0.005,0.008,0.005,0.000,0.029,0.029,0.035,0.067,0.525,0.217,0.056,0.013,0.008,0.013,0.013,0.003,0.000,0.005,0.016,0.227,0.538,0.168,0.056,0.011,0.000,0.000,0.000,0.193,0.494,0.168,0.078,0.019,0.048
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,N/A,Cadillac Summit Road / 128570329 / 3,yes,239,yes,1: Weekday (M-Th),3: Mid-Day (10am-3pm),875,2797,2890,14.2,14.6,15,16,3.447,0.019,0.097,0.213,0.199,0.148,0.093,0.072,0.040,0.026,0.021,0.018,0.012,0.011,0.005,0.003,0.023,0.033,0.052,0.104,0.418,0.220,0.086,0.024,0.016,0.016,0.006,0.007,0.000,0.002,0.016,0.214,0.535,0.196,0.047,0.005,0.003,0.000,0.000,0.194,0.380,0.167,0.142,0.050,0.067
