Mode of Travel,Intersection Type,Zone ID,Zone Name,Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Day Type,Day Part,Average Daily Zone Traffic (StL Index),Avg Travel Time (sec),Avg All Travel Time (sec),Avg Trip Length (mi),Avg All Trip Length (mi),Avg Trip Speed (mph),Avg All Trip Speed (mph),Avg All Trip Circuity,Travel Time 0-5 min (percent),Travel Time 5-10 min (percent),Travel Time 10-15 min (percent),Travel Time 15-20 min (percent),Travel Time 20-25 min (percent),Travel Time 25-30 min (percent),Travel Time 30-35 min (percent),Travel Time 35-40 min (percent),Travel Time 40-45 min (percent),Travel Time 45-50 min (percent),Travel Time 50-55 min (percent),Travel Time 55-60 min (percent),Travel Time 60+ min (percent),Trip Length 0-1 mi (percent),Trip Length 1-2 mi (percent),Trip Length 2-3 mi (percent),Trip Length 3-4 mi (percent),Trip Length 4-5 mi (percent),Trip Length 5+ mi (percent),Trip Speed 0-1 mph (percent),Trip Speed 1-2 mph (percent),Trip Speed 2-3 mph (percent),Trip Speed 3-4 mph (percent),Trip Speed 4-5 mph (percent),Circuity 1-2 (percent),Circuity 2-3 (percent),Circuity 3-4 (percent),Circuity 4-5 (percent),Circuity 5-6 (percent),Circuity 6+ (percent)
Pedestrian - StL Pedestrian Index,Trip Start,,Inverse Parking Lot,no,N/A,no,3: Wednesday (W-W),00: All Day (12am-12am),722,1510,1510,0.5,0.5,1,1,5.322,0.049,0.122,0.122,0.244,0.085,0.098,0.085,0.049,0.049,0.000,0.024,0.012,0.061,0.902,0.049,0.037,0.012,0.000,0.000,0.549,0.329,0.073,0.012,0.024,0.451,0.195,0.073,0.098,0.037,0.146
Pedestrian - StL Pedestrian Index,Trip Start,,Inverse Parking Lot,no,N/A,no,3: Wednesday (W-W),05: 4am (4am-5am),17,1348,1348,0.1,0.1,1,1,1.088,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Start,,Inverse Parking Lot,no,N/A,no,3: Wednesday (W-W),06: 5am (5am-6am),26,762,762,0.2,0.2,1,1,2.599,0.000,0.334,0.333,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,0.000,0.667,0.000,0.000,0.333,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Start,,Inverse Parking Lot,no,N/A,no,3: Wednesday (W-W),07: 6am (6am-7am),9,2045,2045,0.2,0.2,0,0,2.138,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Start,,Inverse Parking Lot,no,N/A,no,3: Wednesday (W-W),10: 9am (9am-10am),72,1958,1958,0.7,0.7,1,1,5.047,0.125,0.000,0.000,0.250,0.000,0.250,0.125,0.000,0.125,0.000,0.000,0.000,0.125,0.750,0.125,0.125,0.000,0.000,0.000,0.500,0.375,0.000,0.125,0.000,0.250,0.375,0.000,0.250,0.000,0.125
Pedestrian - StL Pedestrian Index,Trip Start,,Inverse Parking Lot,no,N/A,no,3: Wednesday (W-W),11: 10am (10am-11am),62,1679,1679,0.5,0.5,1,1,4.381,0.000,0.000,0.143,0.428,0.000,0.143,0.000,0.143,0.000,0.000,0.000,0.000,0.143,0.857,0.143,0.000,0.000,0.000,0.000,0.286,0.714,0.000,0.000,0.000,0.428,0.000,0.000,0.143,0.000,0.429
Pedestrian - StL Pedestrian Index,Trip Start,,Inverse Parking Lot,no,N/A,no,3: Wednesday (W-W),12: 11am (11am-12noon),70,2191,2191,0.8,0.8,1,1,4.435,0.000,0.125,0.125,0.125,0.000,0.000,0.250,0.000,0.000,0.000,0.125,0.125,0.125,0.750,0.000,0.250,0.000,0.000,0.000,0.625,0.125,0.250,0.000,0.000,0.375,0.250,0.000,0.125,0.125,0.125
Pedestrian - StL Pedestrian Index,Trip Start,,Inverse Parking Lot,no,N/A,no,3: Wednesday (W-W),13: 12pm (12noon-1pm),97,1888,1888,0.4,0.4,1,1,5.083,0.000,0.363,0.000,0.000,0.182,0.091,0.182,0.000,0.000,0.000,0.000,0.000,0.182,1.000,0.000,0.000,0.000,0.000,0.000,0.545,0.091,0.273,0.000,0.091,0.454,0.091,0.182,0.000,0.000,0.273
Pedestrian - StL Pedestrian Index,Trip Start,,Inverse Parking Lot,no,N/A,no,3: Wednesday (W-W),14: 1pm (1pm-2pm),62,1406,1406,0.4,0.4,1,1,2.253,0.000,0.000,0.285,0.286,0.143,0.000,0.000,0.143,0.143,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.571,0.429,0.000,0.000,0.000,0.428,0.429,0.143,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Start,,Inverse Parking Lot,no,N/A,no,3: Wednesday (W-W),15: 2pm (2pm-3pm),158,1171,1171,0.3,0.3,1,1,3.582,0.056,0.167,0.000,0.387,0.111,0.167,0.000,0.056,0.056,0.000,0.000,0.000,0.000,0.944,0.056,0.000,0.000,0.000,0.000,0.556,0.444,0.000,0.000,0.000,0.610,0.056,0.111,0.056,0.056,0.111
Pedestrian - StL Pedestrian Index,Trip Start,,Inverse Parking Lot,no,N/A,no,3: Wednesday (W-W),16: 3pm (3pm-4pm),71,1377,1377,0.3,0.3,1,1,3.215,0.000,0.000,0.375,0.125,0.250,0.000,0.125,0.000,0.000,0.000,0.125,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.875,0.000,0.125,0.000,0.000,0.250,0.375,0.125,0.000,0.125,0.125
Pedestrian - StL Pedestrian Index,Trip Start,,Inverse Parking Lot,no,N/A,no,3: Wednesday (W-W),17: 4pm (4pm-5pm),44,798,798,0.5,0.5,2,2,2.236,0.200,0.200,0.200,0.200,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.800,0.200,0.000,0.000,0.000,0.000,0.200,0.600,0.000,0.000,0.000,0.600,0.200,0.000,0.200,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Start,,Inverse Parking Lot,no,N/A,no,3: Wednesday (W-W),18: 5pm (5pm-6pm),26,930,930,0.3,0.3,1,1,3.049,0.000,0.000,0.333,0.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,0.000,0.334,0.333,0.000,0.333,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Start,,Inverse Parking Lot,no,N/A,no,3: Wednesday (W-W),19: 6pm (6pm-7pm),8,2376,2376,3.0,3.0,5,5,135.584,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000
Pedestrian - StL Pedestrian Index,Trip Start,,Inverse Parking Lot,no,N/A,no,4: Thursday (Th-Th),00: All Day (12am-12am),851,1493,1493,0.4,0.4,1,1,4.107,0.074,0.074,0.126,0.219,0.158,0.116,0.063,0.032,0.000,0.042,0.011,0.032,0.053,0.937,0.042,0.021,0.000,0.000,0.000,0.558,0.347,0.074,0.021,0.000,0.495,0.168,0.105,0.042,0.032,0.158
Pedestrian - StL Pedestrian Index,Trip Start,,Inverse Parking Lot,no,N/A,no,4: Thursday (Th-Th),05: 4am (4am-5am),19,3462,3462,0.5,0.5,1,1,5.691,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.500,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.500
Pedestrian - StL Pedestrian Index,Trip Start,,Inverse Parking Lot,no,N/A,no,4: Thursday (Th-Th),06: 5am (5am-6am),27,1691,1691,0.3,0.3,1,1,1.901,0.000,0.000,0.000,0.334,0.000,0.333,0.000,0.333,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Start,,Inverse Parking Lot,no,N/A,no,4: Thursday (Th-Th),07: 6am (6am-7am),19,854,854,0.4,0.4,2,2,1.259,0.000,0.500,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Start,,Inverse Parking Lot,no,N/A,no,4: Thursday (Th-Th),09: 8am (8am-9am),9,715,715,0.2,0.2,1,1,3.716,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Start,,Inverse Parking Lot,no,N/A,no,4: Thursday (Th-Th),10: 9am (9am-10am),27,1394,1394,0.3,0.3,1,1,9.180,0.000,0.000,0.000,0.334,0.333,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
Pedestrian - StL Pedestrian Index,Trip Start,,Inverse Parking Lot,no,N/A,no,4: Thursday (Th-Th),11: 10am (10am-11am),72,1214,1214,0.3,0.3,1,1,2.664,0.000,0.250,0.125,0.250,0.125,0.125,0.000,0.000,0.000,0.125,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.375,0.375,0.000,0.125,0.125,0.000
Pedestrian - StL Pedestrian Index,Trip Start,,Inverse Parking Lot,no,N/A,no,4: Thursday (Th-Th),12: 11am (11am-12noon),96,1745,1745,0.3,0.3,1,1,3.408,0.000,0.091,0.000,0.182,0.272,0.091,0.091,0.091,0.000,0.091,0.000,0.091,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.818,0.182,0.000,0.000,0.000,0.545,0.091,0.091,0.091,0.000,0.182
Pedestrian - StL Pedestrian Index,Trip Start,,Inverse Parking Lot,no,N/A,no,4: Thursday (Th-Th),13: 12pm (12noon-1pm),108,1681,1681,0.6,0.6,1,1,5.166,0.083,0.000,0.000,0.250,0.335,0.083,0.083,0.000,0.000,0.083,0.000,0.000,0.083,0.917,0.000,0.083,0.000,0.000,0.000,0.417,0.333,0.167,0.083,0.000,0.583,0.167,0.167,0.000,0.000,0.083
Pedestrian - StL Pedestrian Index,Trip Start,,Inverse Parking Lot,no,N/A,no,4: Thursday (Th-Th),14: 1pm (1pm-2pm),55,1543,1543,0.5,0.5,1,1,2.267,0.000,0.167,0.333,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.167,0.833,0.167,0.000,0.000,0.000,0.000,0.333,0.500,0.167,0.000,0.000,0.499,0.167,0.167,0.167,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Start,,Inverse Parking Lot,no,N/A,no,4: Thursday (Th-Th),15: 2pm (2pm-3pm),80,2188,2188,0.7,0.7,1,1,4.382,0.000,0.111,0.111,0.334,0.111,0.000,0.000,0.000,0.000,0.000,0.000,0.111,0.222,0.667,0.222,0.111,0.000,0.000,0.000,0.556,0.444,0.000,0.000,0.000,0.667,0.000,0.222,0.000,0.000,0.111
Pedestrian - StL Pedestrian Index,Trip Start,,Inverse Parking Lot,no,N/A,no,4: Thursday (Th-Th),16: 3pm (3pm-4pm),27,2155,2155,0.5,0.5,1,1,4.458,0.000,0.000,0.000,0.000,0.334,0.333,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.667,0.333,0.000,0.000,0.000,0.000,0.333,0.667,0.000,0.000,0.000,0.667,0.000,0.000,0.000,0.000,0.333
Pedestrian - StL Pedestrian Index,Trip Start,,Inverse Parking Lot,no,N/A,no,4: Thursday (Th-Th),17: 4pm (4pm-5pm),62,964,964,0.2,0.2,1,1,3.892,0.143,0.143,0.143,0.143,0.143,0.285,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.714,0.286,0.000,0.000,0.000,0.571,0.000,0.143,0.000,0.143,0.143
Pedestrian - StL Pedestrian Index,Trip Start,,Inverse Parking Lot,no,N/A,no,4: Thursday (Th-Th),18: 5pm (5pm-6pm),63,1429,1429,0.2,0.2,1,1,3.640,0.000,0.000,0.143,0.285,0.143,0.143,0.286,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.857,0.143,0.000,0.000,0.000,0.143,0.285,0.143,0.143,0.143,0.143
Pedestrian - StL Pedestrian Index,Trip Start,,Inverse Parking Lot,no,N/A,no,4: Thursday (Th-Th),19: 6pm (6pm-7pm),109,1141,1141,0.4,0.4,1,1,4.029,0.167,0.000,0.333,0.167,0.000,0.167,0.083,0.000,0.000,0.083,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.417,0.333,0.167,0.083,0.000,0.334,0.333,0.083,0.000,0.000,0.250
Pedestrian - StL Pedestrian Index,Trip Start,,Inverse Parking Lot,no,N/A,no,4: Thursday (Th-Th),20: 7pm (7pm-8pm),51,723,723,0.2,0.2,2,2,6.903,0.499,0.000,0.000,0.167,0.167,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.333,0.333,0.333,0.000,0.000,0.666,0.167,0.000,0.000,0.000,0.167
Pedestrian - StL Pedestrian Index,Trip Start,,Inverse Parking Lot,no,N/A,no,4: Thursday (Th-Th),21: 8pm (8pm-9pm),9,667,667,0.2,0.2,1,1,6.556,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
Pedestrian - StL Pedestrian Index,Trip Start,,Inverse Parking Lot,no,N/A,no,4: Thursday (Th-Th),22: 9pm (9pm-10pm),18,1655,1655,0.5,0.5,1,1,1.509,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Start,,Inverse Parking Lot,no,N/A,no,5: Friday (F-F),00: All Day (12am-12am),870,1218,1218,0.3,0.3,1,1,4.488,0.108,0.129,0.140,0.151,0.222,0.054,0.054,0.065,0.022,0.022,0.011,0.000,0.022,0.968,0.032,0.000,0.000,0.000,0.000,0.559,0.366,0.032,0.022,0.022,0.441,0.204,0.129,0.075,0.043,0.108
Pedestrian - StL Pedestrian Index,Trip Start,,Inverse Parking Lot,no,N/A,no,5: Friday (F-F),04: 3am (3am-4am),10,250,250,0.2,0.2,4,4,3.465,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Start,,Inverse Parking Lot,no,N/A,no,5: Friday (F-F),05: 4am (4am-5am),19,860,860,0.3,0.3,1,1,3.760,0.500,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.500,0.000
Pedestrian - StL Pedestrian Index,Trip Start,,Inverse Parking Lot,no,N/A,no,5: Friday (F-F),06: 5am (5am-6am),28,1206,1206,0.3,0.3,1,1,3.314,0.000,0.000,0.667,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.334,0.000,0.333,0.000,0.333,0.000
Pedestrian - StL Pedestrian Index,Trip Start,,Inverse Parking Lot,no,N/A,no,5: Friday (F-F),07: 6am (6am-7am),18,348,348,0.1,0.1,2,2,1.198,0.500,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Start,,Inverse Parking Lot,no,N/A,no,5: Friday (F-F),08: 7am (7am-8am),28,1021,1021,0.5,0.5,2,2,1.860,0.000,0.333,0.000,0.000,0.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.333,0.333,0.000,0.000,0.333,0.333,0.667,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Start,,Inverse Parking Lot,no,N/A,no,5: Friday (F-F),09: 8am (8am-9am),9,2912,2912,0.4,0.4,0,0,57.111,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
Pedestrian - StL Pedestrian Index,Trip Start,,Inverse Parking Lot,no,N/A,no,5: Friday (F-F),10: 9am (9am-10am),46,1784,1784,0.6,0.6,1,1,2.807,0.000,0.000,0.200,0.400,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.200,0.800,0.200,0.000,0.000,0.000,0.000,0.400,0.600,0.000,0.000,0.000,0.400,0.200,0.200,0.000,0.200,0.000
Pedestrian - StL Pedestrian Index,Trip Start,,Inverse Parking Lot,no,N/A,no,5: Friday (F-F),11: 10am (10am-11am),74,1407,1407,0.5,0.5,1,1,4.169,0.125,0.000,0.000,0.250,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.875,0.125,0.000,0.000,0.000,0.000,0.500,0.375,0.000,0.125,0.000,0.500,0.375,0.000,0.000,0.000,0.125
Pedestrian - StL Pedestrian Index,Trip Start,,Inverse Parking Lot,no,N/A,no,5: Friday (F-F),12: 11am (11am-12noon),85,1355,1355,0.3,0.3,1,1,2.096,0.111,0.223,0.000,0.111,0.111,0.111,0.000,0.222,0.111,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.444,0.444,0.111,0.000,0.000,0.333,0.556,0.111,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Start,,Inverse Parking Lot,no,N/A,no,5: Friday (F-F),13: 12pm (12noon-1pm),120,952,952,0.2,0.2,1,1,3.036,0.154,0.154,0.077,0.154,0.384,0.077,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.538,0.462,0.000,0.000,0.000,0.307,0.308,0.231,0.077,0.000,0.077
Pedestrian - StL Pedestrian Index,Trip Start,,Inverse Parking Lot,no,N/A,no,5: Friday (F-F),14: 1pm (1pm-2pm),94,1422,1422,0.3,0.3,1,1,2.592,0.000,0.200,0.000,0.200,0.300,0.000,0.000,0.200,0.000,0.000,0.100,0.000,0.000,0.900,0.100,0.000,0.000,0.000,0.000,0.800,0.100,0.000,0.000,0.100,0.600,0.000,0.100,0.200,0.100,0.000
Pedestrian - StL Pedestrian Index,Trip Start,,Inverse Parking Lot,no,N/A,no,5: Friday (F-F),15: 2pm (2pm-3pm),114,1059,1059,0.3,0.3,1,1,3.180,0.083,0.083,0.250,0.334,0.000,0.167,0.083,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.416,0.167,0.167,0.083,0.000,0.167
Pedestrian - StL Pedestrian Index,Trip Start,,Inverse Parking Lot,no,N/A,no,5: Friday (F-F),16: 3pm (3pm-4pm),74,1110,1110,0.2,0.2,1,1,2.210,0.125,0.125,0.375,0.000,0.125,0.000,0.125,0.000,0.125,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.750,0.250,0.000,0.000,0.000,0.625,0.000,0.250,0.125,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Start,,Inverse Parking Lot,no,N/A,no,5: Friday (F-F),17: 4pm (4pm-5pm),30,1679,1679,0.6,0.6,1,1,2.423,0.000,0.000,0.000,0.000,0.667,0.000,0.000,0.333,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.333,0.667,0.000,0.000,0.000,0.667,0.000,0.000,0.333,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Start,,Inverse Parking Lot,no,N/A,no,5: Friday (F-F),18: 5pm (5pm-6pm),38,1393,1393,0.3,0.3,1,1,20.654,0.250,0.000,0.250,0.000,0.000,0.000,0.250,0.000,0.000,0.250,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.750,0.250,0.000,0.000,0.000,0.250,0.000,0.000,0.000,0.000,0.750
Pedestrian - StL Pedestrian Index,Trip Start,,Inverse Parking Lot,no,N/A,no,5: Friday (F-F),19: 6pm (6pm-7pm),57,1014,1014,0.3,0.3,1,1,6.700,0.000,0.333,0.333,0.000,0.167,0.000,0.000,0.167,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.667,0.167,0.167,0.000,0.000,0.500,0.167,0.000,0.000,0.000,0.333
Pedestrian - StL Pedestrian Index,Trip Start,,Inverse Parking Lot,no,N/A,no,5: Friday (F-F),20: 7pm (7pm-8pm),27,1258,1258,0.4,0.4,1,1,4.614,0.000,0.000,0.000,0.333,0.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.333,0.667,0.000,0.000,0.000,0.334,0.000,0.000,0.333,0.000,0.333
Pedestrian - StL Pedestrian Index,Trip Start,,Inverse Parking Lot,no,N/A,no,6: Saturday (Sa-Sa),00: All Day (12am-12am),577,1420,1420,0.4,0.4,1,1,3.946,0.138,0.092,0.232,0.108,0.138,0.046,0.062,0.015,0.031,0.015,0.000,0.015,0.108,0.923,0.046,0.000,0.031,0.000,0.000,0.462,0.400,0.108,0.015,0.015,0.614,0.108,0.062,0.077,0.031,0.108
Pedestrian - StL Pedestrian Index,Trip Start,,Inverse Parking Lot,no,N/A,no,6: Saturday (Sa-Sa),05: 4am (4am-5am),18,2912,2912,0.2,0.2,0,0,1.292,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Start,,Inverse Parking Lot,no,N/A,no,6: Saturday (Sa-Sa),06: 5am (5am-6am),37,2720,2720,1.1,1.1,1,1,12.946,0.000,0.000,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.000,0.250,0.250,0.750,0.000,0.000,0.250,0.000,0.000,0.750,0.000,0.000,0.250,0.000,0.000,0.000,0.500,0.000,0.000,0.500
Pedestrian - StL Pedestrian Index,Trip Start,,Inverse Parking Lot,no,N/A,no,6: Saturday (Sa-Sa),07: 6am (6am-7am),36,1078,1078,0.3,0.3,1,1,1.531,0.000,0.000,0.250,0.500,0.000,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.250,0.750,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Start,,Inverse Parking Lot,no,N/A,no,6: Saturday (Sa-Sa),08: 7am (7am-8am),9,311,311,0.1,0.1,1,1,2.279,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Start,,Inverse Parking Lot,no,N/A,no,6: Saturday (Sa-Sa),10: 9am (9am-10am),61,1805,1805,0.3,0.3,1,1,1.963,0.000,0.000,0.143,0.143,0.285,0.000,0.143,0.000,0.143,0.000,0.000,0.000,0.143,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.857,0.000,0.000,0.143,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip Start,,Inverse Parking Lot,no,N/A,no,6: Saturday (Sa-Sa),11: 10am (10am-11am),35,1500,1500,0.6,0.6,2,2,5.355,0.250,0.250,0.000,0.000,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.750,0.250,0.000,0.000,0.000,0.000,0.250,0.250,0.500,0.000,0.000,0.750,0.000,0.000,0.000,0.000,0.250
Pedestrian - StL Pedestrian Index,Trip Start,,Inverse Parking Lot,no,N/A,no,6: Saturday (Sa-Sa),12: 11am (11am-12noon),44,1745,1745,0.5,0.5,1,1,1.196,0.200,0.000,0.200,0.000,0.200,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.200,0.800,0.200,0.000,0.000,0.000,0.000,0.600,0.200,0.200,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
